user_id,embedding,severity,tag
22,"[0.         1.2263635  0.25803286 2.4131148  0.         0.
 0.         1.0745718  0.         0.         0.9779873  0.
 0.         0.         0.33941698 0.         0.         0.
 0.594843   0.7231846  0.         0.         0.2168343  0.
 0.         1.185259   0.         0.         0.         0.
 0.60339284 1.4336245  0.         0.         1.8396077  0.80682015
 0.         1.0684507  0.32893148 0.         0.         0.
 0.15871325 0.         0.         0.8941463  0.         0.
 0.7019424  0.         0.03025427 0.7275415  0.28667414 0.46188033
 0.         1.2013175  0.         0.3262275  0.         0.
 0.         0.         0.71127933 0.         0.         1.2081647
 1.4241661  0.29544556 0.8004924  0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.7286852  0.         0.1272821  0.         0.         1.4563491
 0.4610555  1.6749473  0.         1.0129491  0.         0.
 0.03795408 0.         0.         0.         0.17088106 0.380399
 0.         0.         0.         0.         0.         0.86029047
 0.53958344 0.         0.         1.9615098  0.         0.44846505
 0.         0.4977613  0.         0.         0.9668209  0.
 0.11037825 0.         0.10914862 1.2720357  0.         0.
 0.5506294  0.         0.         0.3143915  0.53945667 0.
 0.         0.        ]",2,重度追讨
23,"[0.         0.8175911  0.5420243  1.8628666  0.         0.3123555
 0.84994036 0.3654831  0.         0.         0.77892315 0.8517082
 0.         0.         0.         0.         0.06333068 0.71857005
 0.16870871 0.         0.4308378  0.         0.         0.
 0.         1.359839   0.23290159 0.21771066 1.0620549  0.25144717
 0.3629936  0.22469476 0.69214785 0.         1.6099043  0.06971365
 0.         1.2338867  1.2267376  0.         0.         0.7686082
 0.16342118 0.37227222 0.         0.6421249  0.         0.62268984
 0.64426017 0.         0.4346177  0.7213924  0.         0.16449529
 1.2657698  1.2322493  0.79147196 0.         0.         0.
 0.         0.16852057 0.5846546  0.5080966  0.         1.365797
 1.5177469  0.36679578 0.72761697 1.3525752  0.0086624  0.
 0.44604897 0.         0.45078462 0.         0.38425437 0.
 0.6780782  0.         0.03949687 0.         0.         0.1301145
 0.20766695 1.6001387  0.         0.         0.         0.45754695
 0.         0.         0.46161783 0.         0.4738593  0.4760831
 0.         0.         0.         0.         0.         0.8634999
 0.         0.38679612 0.5476239  1.8154132  0.06151754 0.35526437
 0.         0.24861687 0.8255216  0.         0.6338211  0.
 1.0044973  0.         0.         1.0546398  0.         0.13939035
 0.5108514  0.         0.         0.5887213  0.         0.
 0.5684087  0.20489019]",1,中度催缴
24,"[0.         0.943408   0.         2.207897   0.         0.22274184
 0.5909072  0.26571307 0.         0.         0.6942675  0.22481656
 0.         0.         0.         0.14016426 0.27572045 0.38142243
 0.47582835 0.85071886 0.         0.         0.         0.
 0.         1.2715389  0.         0.68533885 1.1525471  0.01767308
 1.3042785  2.6391952  0.6808051  0.         1.5086244  0.09341007
 0.         1.3155891  1.7312007  0.         0.         0.4898993
 0.13642162 1.7442843  0.         1.8346293  0.         0.7378741
 0.702938   0.         0.53755075 0.71751034 0.         0.2516514
 1.3064166  0.8336538  0.63942957 0.         0.         0.
 0.05930361 0.         0.8103146  0.4367007  0.         1.648977
 1.5363519  1.1593033  0.67591935 1.364418   0.         0.
 1.2586027  0.         0.07037097 0.         0.         0.
 0.7029803  0.         0.30310404 0.         0.         0.
 1.3315966  1.7271259  0.         0.         0.         0.
 0.         0.         0.318541   0.         0.24084042 1.2065325
 0.         0.         0.         0.         0.         0.8625161
 0.3724467  0.         0.         1.7555693  0.         0.3545598
 0.         0.         1.0769122  0.         0.5400459  0.
 0.9400862  0.79340684 0.         1.02275    0.15125433 0.
 0.5245125  0.         0.         0.5359143  0.5269654  0.
 0.17706211 0.        ]",0,轻度提醒
25,"[0.         0.         0.         2.1172278  0.         0.
 0.         0.         0.         0.         0.161196   0.
 0.         0.         3.0643685  4.4685755  0.         0.
 0.         2.1492138  0.         0.         1.5664141  0.
 0.         0.         0.         0.6224404  0.         0.
 0.10868387 3.2962878  0.         0.         1.2928475  0.
 2.811453   0.         0.77708954 0.26930678 0.         0.
 0.1974437  1.1743922  0.         0.63338965 0.         0.
 0.6006772  0.         0.         1.0145658  0.         0.
 0.         0.         0.         0.40517652 0.         0.
 0.         0.         0.7220378  0.         0.         0.
 0.27121013 0.         0.         0.         0.         2.0029624
 0.7544091  0.         0.         0.         0.         2.4148088
 0.82087815 0.         0.53734195 0.89686143 0.         0.
 1.897247   0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.85604227
 0.         0.         0.         0.         0.918975   0.8664207
 2.4040983  0.         0.         0.50425553 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         1.0613725  0.
 0.7456378  0.         0.         0.         0.9623654  0.
 0.         0.        ]",0,轻度提醒
26,"[0.         1.0611764  0.28327933 2.294257   0.         0.
 0.39813852 0.6725139  0.         0.         0.8342662  0.63150555
 0.         0.         0.         0.         0.         0.31644884
 0.6676697  0.84084064 0.         0.         0.         0.
 0.         1.3257897  0.         0.4378652  0.8415813  0.
 0.6850893  2.6097229  0.7680484  0.         1.9058182  0.79214823
 0.         1.2479068  1.3487794  0.         0.         0.62407565
 0.12014177 1.0878013  0.         1.0153949  0.         0.4658574
 0.70083934 0.         0.6101241  0.70743394 0.         0.4829687
 0.9970987  1.0072719  0.36864093 0.04242659 0.         0.
 0.         0.20475468 0.82321525 0.19376843 0.         1.4008081
 1.5606761  1.1115135  0.9192668  1.1127985  0.         0.
 0.83558375 0.         0.         0.         0.         0.0287469
 0.7088917  0.         0.24621297 0.         0.         0.38397285
 0.8694528  1.7361851  0.         0.23118725 0.         0.
 0.         0.         0.2704344  0.         0.2768496  0.73573804
 0.         0.         0.         0.         0.         0.8614074
 0.34976968 0.         0.         2.0188813  0.         0.39908925
 0.         0.61374396 0.9604983  0.         1.0527891  0.
 1.0298225  0.24784255 0.         1.2402089  0.         0.
 0.51680946 0.         0.         0.45961422 0.4666683  0.
 0.15944947 0.        ]",0,轻度提醒
27,"[0.0000000e+00 0.0000000e+00 5.4181713e-01 1.6766193e+00 0.0000000e+00
 5.8748376e-01 5.7646257e-01 0.0000000e+00 0.0000000e+00 0.0000000e+00
 7.3695099e-01 1.7407191e-01 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 3.2678208e-01 5.7180172e-01 1.3326159e-01 0.0000000e+00
 6.0588735e-01 0.0000000e+00 0.0000000e+00 2.0623507e+00 0.0000000e+00
 6.3872975e-01 7.8718889e-01 3.6080843e-01 9.6925843e-01 8.5247695e-01
 0.0000000e+00 0.0000000e+00 4.4803712e-01 0.0000000e+00 1.3545771e+00
 0.0000000e+00 1.6254756e-01 8.7610650e-01 1.4757184e+00 1.9031987e-03
 0.0000000e+00 5.3151786e-01 1.8390611e-01 6.6576165e-01 0.0000000e+00
 0.0000000e+00 0.0000000e+00 8.1269729e-01 6.6513926e-01 2.1337461e-01
 1.7516504e-01 7.3801863e-01 4.0685874e-01 0.0000000e+00 1.4948809e+00
 7.3569983e-01 1.0031346e+00 0.0000000e+00 0.0000000e+00 9.5752180e-02
 2.4888349e-01 5.1602709e-01 5.7366645e-01 5.6816036e-01 0.0000000e+00
 4.5927262e-01 1.3895799e+00 0.0000000e+00 0.0000000e+00 1.1623325e+00
 0.0000000e+00 0.0000000e+00 3.6220118e-01 0.0000000e+00 0.0000000e+00
 5.3211033e-02 1.0613674e+00 0.0000000e+00 6.8066251e-01 0.0000000e+00
 9.9701300e-02 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 1.3977560e+00 2.1475494e-02 0.0000000e+00 0.0000000e+00 4.4302785e-01
 0.0000000e+00 9.5437485e-01 4.6043384e-01 0.0000000e+00 4.1406888e-01
 3.8776811e-02 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 3.7022543e-01 8.6497784e-01 0.0000000e+00 2.2056270e-01 3.5025102e-01
 1.5668532e+00 1.0431647e+00 3.2068920e-01 0.0000000e+00 0.0000000e+00
 9.4734454e-01 0.0000000e+00 0.0000000e+00 0.0000000e+00 1.0193927e+00
 0.0000000e+00 0.0000000e+00 8.7985665e-01 3.9863905e-01 2.1448612e-01
 5.2212083e-01 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 4.8711741e-01 0.0000000e+00]",1,中度催缴
28,"[0.         0.65118843 0.62357193 2.156725   0.         0.
 0.         0.8585235  0.         0.         0.9530216  0.6057978
 0.         0.         0.         0.         0.         0.23282513
 0.42329466 0.06845931 0.         0.         0.         0.
 0.         0.88571227 0.6643582  0.         0.30000538 0.
 0.         1.4042504  0.         0.         1.7713612  0.3492317
 0.         1.1158993  0.27737367 0.         0.         0.
 0.15846649 0.         0.         0.08682738 0.         0.
 0.67539525 0.         0.19682647 0.70966226 0.20125233 0.5520407
 0.         1.1366774  0.         0.         0.         0.
 0.         0.5811048  0.6754437  0.         0.         0.88344914
 1.4845824  0.         0.6778412  0.56207895 0.60043716 0.
 0.         0.         0.         0.         0.         0.
 0.7078531  0.         0.09026183 0.         0.         1.0055125
 0.         1.662056   0.         0.5845456  0.         0.
 0.01026548 0.         0.         0.         0.40001813 0.
 0.         0.         0.         0.01938248 0.         0.8611538
 0.         0.         0.98651856 1.9102786  0.         0.41046664
 0.         0.7235388  0.23369278 0.         1.2041477  0.
 0.5211464  0.         0.         1.2540662  0.         0.44762295
 0.5062006  0.         0.         0.17617942 0.03846882 0.
 0.12826294 0.13172114]",2,重度追讨
29,"[0.         0.         0.         2.2668853  0.         0.
 0.         0.6549755  0.         0.         0.5157381  0.
 0.         0.         4.3492527  1.3753877  0.         0.
 0.         0.86330086 0.         0.         2.7278378  0.
 0.         2.916237   0.         0.         0.         0.
 0.         2.8187358  0.         0.         2.4974508  2.0688233
 0.         0.         0.19344783 0.11210451 0.         0.
 0.18079549 0.33641458 0.21572578 0.         0.         0.
 0.5715696  0.         0.         0.7915304  0.         0.
 0.         0.58244854 0.         2.2876534  0.         0.7978424
 0.         0.         0.38143626 0.         0.         0.
 0.4055708  2.194332   0.         0.         0.         1.4162333
 0.5182448  0.         0.         0.         0.         0.2882019
 0.83756316 0.         0.6981741  0.         0.         2.515555
 1.1558148  0.6538718  0.         1.4791816  0.22876799 0.
 0.13333136 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.8625663
 0.1099458  0.         0.         2.08346    0.         0.2469665
 0.         0.5537271  0.         0.         0.8890395  0.
 0.         0.         0.         1.3391131  0.         0.
 0.72955984 0.8141034  0.         0.         0.5560028  0.
 0.         0.        ]",0,轻度提醒
30,"[0.         0.15745479 0.         2.433446   0.         0.
 0.         0.78413105 0.         0.         0.7112061  0.
 0.         0.         3.7147765  1.7150604  0.         0.
 0.16420904 1.3569993  0.         0.         2.4495106  0.
 0.         2.411932   0.         0.         0.         0.
 0.02600877 3.284545   0.         0.         2.4980493  1.8806206
 0.         0.17195788 0.5591055  0.         0.         0.
 0.0869976  0.41507497 0.         0.         0.         0.
 0.7036227  0.         0.         0.7665848  0.         0.
 0.         0.7574222  0.         2.017878   0.         0.5312973
 0.         0.         0.61786926 0.         0.         0.5687945
 0.8499397  2.6926608  0.         0.         0.         1.146586
 0.95092714 0.         0.         0.         0.         0.7554401
 0.79561245 0.         0.64949423 0.         0.         1.634857
 2.042753   1.0490599  0.         1.4465855  0.399068   0.
 0.07804751 0.         0.         0.         0.         0.03947615
 0.         0.         0.         0.         0.         0.86099756
 0.5010843  0.         0.         2.1043253  0.         0.32202128
 0.         0.5218956  0.         0.         0.8904037  0.
 0.         0.         0.         1.2494848  0.         0.
 0.67997825 0.32329237 0.         0.00963597 0.8703816  0.
 0.         0.        ]",0,轻度提醒
31,"[0.         0.00588961 0.         2.5450482  0.         0.
 0.66391826 0.         0.2553094  0.         0.2639468  0.
 0.         0.         4.6090198  2.401968   0.         0.
 0.         1.0654008  0.         0.         3.1958535  0.
 0.         2.5242152  0.         0.         0.         0.
 0.0302818  2.5886476  0.         0.         3.2270155  0.
 0.34310108 0.         0.44047374 0.39093676 0.         0.
 0.2193388  1.0968024  0.47545302 0.41910183 0.         0.
 0.5452837  0.         0.         0.9885429  0.         0.
 0.         0.         0.         1.7222197  0.         1.9116694
 0.         0.         0.         0.         0.         0.
 0.02463758 2.8380227  0.         0.         0.         1.6646209
 1.7413834  0.         0.         0.         0.         2.4047751
 0.78344685 0.         0.61708283 0.         0.         2.1094613
 1.8297558  0.62130195 0.         0.46569344 1.6215804  0.
 0.         0.         0.         0.08231583 0.         2.6793587
 0.         0.         0.         0.         0.         0.8641383
 1.2359103  0.         0.         1.9847908  0.         0.18889302
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.27349263 0.         0.
 0.68024075 0.3884377  0.         0.         0.         0.
 0.         0.        ]",0,轻度提醒
32,"[0.         0.48638803 0.         2.3350828  0.         0.5436004
 1.0946289  0.         0.20141366 0.         0.6434146  0.
 0.         0.         1.1446519  1.823959   0.         0.
 0.65760726 1.9536568  0.         0.         0.8410365  1.4250677
 0.         1.6946027  0.         0.82842606 0.8423984  0.
 1.2365693  3.2779243  0.18369105 0.         2.1326232  0.10721961
 0.         0.70937043 1.7838666  0.         0.         0.2361317
 0.09483315 2.5084147  0.         1.3398913  0.         0.3699376
 0.7796235  0.         0.17762665 0.7775658  0.         0.39030057
 0.55821764 0.69269055 0.3373492  0.17906481 0.         0.80979943
 0.2420944  0.         0.8401165  0.39867663 0.         1.740107
 1.347529   2.021942   0.         0.72094107 0.         0.20099641
 2.4495053  0.         0.05533415 0.05230564 0.         0.8514663
 0.70519155 0.         0.36994013 0.         0.         0.
 2.5784023  1.5211313  0.         0.         0.7615864  0.
 0.         0.         0.4282927  0.         0.         2.6260226
 0.         0.         0.         0.         0.33184668 0.8620975
 1.115704   0.         0.         1.9076082  0.         0.3610662
 0.         0.         1.3374757  0.         0.         0.
 0.9727129  0.48514128 0.         0.910816   0.37489346 0.
 0.5514173  0.         0.         0.8769963  0.860101   0.
 0.         0.        ]",0,轻度提醒
33,"[0.         0.         0.8099108  1.6698718  0.         0.42573753
 0.17653611 0.12814218 0.         0.         0.8856434  0.
 0.         0.         0.         0.1874066  0.         0.56081724
 0.59023255 0.22115773 0.94108754 0.         0.         2.2550113
 0.         0.3015039  0.9831914  0.52441627 0.6861771  0.74986255
 0.         0.         0.4332051  0.         1.7648858  0.02482635
 0.64468426 0.7615442  1.6242201  0.         0.         0.0966118
 0.16798425 0.67918646 0.         0.         0.         0.7144817
 0.66516083 0.8789712  0.         0.7584038  2.046267   0.
 1.2967869  0.41834813 0.71681345 0.         0.         0.70992315
 0.18135428 0.25728786 0.6837307  0.3549375  0.         0.
 1.3074834  0.         0.         0.9455291  0.         0.
 0.4997341  0.         0.         0.0060212  0.83370185 0.
 0.696365   0.         0.         0.         0.         0.
 0.         1.374749   1.0904759  0.         0.         0.
 0.         1.5797338  0.2781461  0.         0.36791995 0.8275225
 0.         0.         0.         0.20655388 0.2011539  0.8634241
 0.37630466 0.40926683 0.5829507  1.8392878  0.5338425  0.35644382
 0.         0.         1.1673021  0.         0.         0.
 1.314131   0.         0.         0.99363387 0.22253615 0.03717697
 0.5281547  0.         0.         0.         0.18461347 0.
 0.         0.        ]",1,中度催缴
