用户编号,电压等级,年月,电费,滞纳金,欠费金额,电量,合同容量,运行容量,缴费次数,行业分类
13,交流10kV,202107,12480.80,0.00,0.00,,200.00,200.00,2,一、农、林、牧、渔业
13,交流10kV,202108,13087.64,130.88,13218.52,,200.00,200.00,1,一、农、林、牧、渔业
13,交流10kV,202109,13071.01,156.86,13227.86,,200.00,200.00,1,一、农、林、牧、渔业
13,交流10kV,202110,10053.63,60.32,10113.95,,200.00,200.00,1,一、农、林、牧、渔业
13,交流10kV,202111,7935.51,31.74,7967.26,,200.00,200.00,1,一、农、林、牧、渔业
728,交流10kV,202112,21.63,0.00,21.63,40.00,40.00,40.00,2,一、农、林、牧、渔业
14,交流10kV,202001,4573.83,0.00,0.00,,224.00,224.00,2,二、工业
14,交流10kV,202002,1132.32,0.00,0.00,,224.00,224.00,2,二、工业
14,交流10kV,202003,592.68,0.00,0.00,,224.00,224.00,2,二、工业
14,交流10kV,202004,2289.17,0.00,0.00,,224.00,224.00,4,二、工业
14,交流10kV,202005,890.38,0.00,0.00,,224.00,224.00,2,二、工业
14,交流10kV,202006,6528.43,0.00,0.00,,224.00,224.00,1,二、工业
14,交流10kV,202007,3643.18,0.00,0.00,,224.00,224.00,1,二、工业
14,交流10kV,202008,2808.49,0.00,0.00,,224.00,224.00,2,二、工业
14,交流10kV,202009,1914.58,0.00,0.00,,224.00,224.00,2,二、工业
14,交流10kV,202010,7324.46,0.00,0.00,,224.00,224.00,3,二、工业
14,交流10kV,202011,16653.76,0.00,0.00,,224.00,224.00,4,二、工业
14,交流10kV,202012,7807.62,0.00,0.00,,224.00,224.00,2,二、工业
14,交流10kV,202101,666.72,0.00,0.00,,224.00,224.00,1,二、工业
14,交流10kV,202102,594.50,0.00,0.00,,224.00,224.00,2,二、工业
14,交流10kV,202103,744.10,0.00,0.00,,224.00,224.00,1,二、工业
14,交流10kV,202104,610.38,0.00,0.00,,224.00,224.00,1,二、工业
14,交流10kV,202105,3415.83,0.00,0.00,,224.00,224.00,1,一、农、林、牧、渔业
14,交流10kV,202106,6060.18,0.00,0.00,,224.00,224.00,2,一、农、林、牧、渔业
14,交流10kV,202107,1575.26,0.00,0.00,,224.00,224.00,1,一、农、林、牧、渔业
14,交流10kV,202108,839.27,0.00,0.00,,224.00,224.00,1,一、农、林、牧、渔业
14,交流10kV,202109,636.78,0.00,0.00,,224.00,224.00,1,一、农、林、牧、渔业
14,交流10kV,202110,5526.75,0.00,0.00,,224.00,224.00,,一、农、林、牧、渔业
14,交流10kV,202111,11998.75,0.00,0.00,,224.00,224.00,3,一、农、林、牧、渔业
615,交流10kV,202112,22.93,0.00,22.93,42.40,80.00,80.00,2,一、农、林、牧、渔业
15,交流10kV,202001,1890.21,0.00,0.00,,128.00,128.00,4,一、农、林、牧、渔业
15,交流10kV,202002,2385.40,0.00,0.00,,128.00,128.00,4,一、农、林、牧、渔业
15,交流10kV,202003,2025.22,0.00,0.00,,128.00,128.00,2,一、农、林、牧、渔业
15,交流10kV,202004,2125.20,0.00,0.00,,128.00,128.00,2,一、农、林、牧、渔业
15,交流10kV,202005,2196.98,0.00,0.00,,128.00,128.00,2,一、农、林、牧、渔业
15,交流10kV,202006,2232.87,0.00,0.00,,128.00,128.00,1,一、农、林、牧、渔业
15,交流10kV,202007,2295.25,0.00,0.00,,128.00,128.00,1,一、农、林、牧、渔业
15,交流10kV,202008,2353.36,0.00,0.00,,128.00,128.00,1,一、农、林、牧、渔业
15,交流10kV,202009,2884.87,5.77,2890.64,,128.00,128.00,1,一、农、林、牧、渔业
15,交流10kV,202010,2326.02,0.00,0.00,,128.00,128.00,1,一、农、林、牧、渔业
15,交流10kV,202011,2418.30,0.00,0.00,,128.00,128.00,1,一、农、林、牧、渔业
15,交流10kV,202012,3070.30,30.70,3101.01,,128.00,128.00,1,一、农、林、牧、渔业
15,交流10kV,202101,2927.59,0.00,0.00,,128.00,128.00,1,一、农、林、牧、渔业
15,交流10kV,202102,3319.91,6.64,3326.55,,128.00,128.00,1,一、农、林、牧、渔业
15,交流10kV,202103,3023.54,24.19,3047.73,,128.00,128.00,1,一、农、林、牧、渔业
15,交流10kV,202104,4196.22,50.35,4246.58,,128.00,128.00,1,一、农、林、牧、渔业
15,交流10kV,202105,5732.77,0.00,0.00,,128.00,128.00,1,一、农、林、牧、渔业
15,交流10kV,202106,5396.25,32.38,5428.62,,128.00,128.00,1,一、农、林、牧、渔业
15,交流10kV,202107,7428.18,14.86,7443.03,,128.00,128.00,1,一、农、林、牧、渔业
15,交流10kV,202108,7019.06,42.11,7061.17,,128.00,128.00,1,一、农、林、牧、渔业
15,交流10kV,202109,8167.82,98.02,8265.84,,128.00,128.00,1,一、农、林、牧、渔业
15,交流10kV,202110,7171.08,57.37,7228.45,,128.00,128.00,1,一、农、林、牧、渔业
15,交流10kV,202111,8324.13,0.00,0.00,,128.00,128.00,1,一、农、林、牧、渔业
352,交流10kV,202112,25.10,0.00,25.10,46.40,16.00,16.00,1,一、农、林、牧、渔业
16,交流10kV,202001,0.00,0.00,0.00,,24.00,0.00,,一、农、林、牧、渔业
16,交流10kV,202002,0.00,0.00,0.00,,24.00,0.00,,一、农、林、牧、渔业
16,交流10kV,202003,0.00,0.00,0.00,,24.00,0.00,,一、农、林、牧、渔业
16,交流10kV,202004,0.00,0.00,0.00,,24.00,0.00,,一、农、林、牧、渔业
16,交流10kV,202005,0.00,0.00,0.00,,24.00,0.00,,一、农、林、牧、渔业
16,交流10kV,202006,0.00,0.00,0.00,,24.00,0.00,,一、农、林、牧、渔业
16,交流10kV,202007,0.00,0.00,0.00,,24.00,0.00,,一、农、林、牧、渔业
16,交流10kV,202008,0.00,0.00,0.00,,24.00,0.00,,一、农、林、牧、渔业
16,交流10kV,202009,0.00,0.00,0.00,,24.00,0.00,,一、农、林、牧、渔业
16,交流10kV,202010,0.00,0.00,0.00,,24.00,0.00,,一、农、林、牧、渔业
16,交流10kV,202011,0.00,0.00,0.00,,24.00,0.00,,一、农、林、牧、渔业
16,交流10kV,202012,0.00,0.00,0.00,,24.00,0.00,,一、农、林、牧、渔业
16,交流10kV,202101,0.00,0.00,0.00,,24.00,0.00,,一、农、林、牧、渔业
16,交流10kV,202102,0.00,0.00,0.00,,24.00,0.00,,一、农、林、牧、渔业
16,交流10kV,202103,0.00,0.00,0.00,,24.00,0.00,,一、农、林、牧、渔业
16,交流10kV,202104,0.00,0.00,0.00,,24.00,0.00,,一、农、林、牧、渔业
16,交流10kV,202105,0.00,0.00,0.00,,24.00,24.00,,一、农、林、牧、渔业
16,交流10kV,202106,173.06,0.00,0.00,,24.00,24.00,5,一、农、林、牧、渔业
16,交流10kV,202107,232.76,0.00,0.00,,24.00,24.00,1,一、农、林、牧、渔业
16,交流10kV,202108,558.54,0.00,0.00,,24.00,24.00,1,一、农、林、牧、渔业
16,交流10kV,202109,443.89,0.00,0.00,,24.00,24.00,1,一、农、林、牧、渔业
16,交流10kV,202110,378.99,0.00,0.00,,24.00,24.00,1,一、农、林、牧、渔业
16,交流10kV,202111,749.77,0.00,0.00,,24.00,24.00,1,一、农、林、牧、渔业
727,交流10kV,202112,28.12,0.00,28.12,52.00,40.00,40.00,2,一、农、林、牧、渔业
17,交流10kV,202001,2056.34,0.00,0.00,,24.00,24.00,4,二、工业
17,交流10kV,202002,2144.60,0.00,0.00,,24.00,24.00,4,二、工业
17,交流10kV,202003,2312.03,0.00,0.00,,24.00,24.00,2,二、工业
17,交流10kV,202004,2170.55,0.00,0.00,,24.00,24.00,4,二、工业
17,交流10kV,202005,1940.39,0.00,0.00,,24.00,24.00,4,二、工业
17,交流10kV,202006,2075.81,0.00,0.00,,24.00,24.00,2,二、工业
17,交流10kV,202007,2017.83,0.00,0.00,,24.00,24.00,2,二、工业
17,交流10kV,202008,2249.30,0.00,0.00,,24.00,24.00,2,二、工业
17,交流10kV,202009,2732.12,0.00,0.00,,24.00,24.00,2,二、工业
17,交流10kV,202010,2143.73,0.00,0.00,,24.00,24.00,2,二、工业
17,交流10kV,202011,2133.34,0.00,0.00,,24.00,24.00,2,二、工业
17,交流10kV,202012,1946.02,7.77,1953.78,,24.00,24.00,2,二、工业
17,交流10kV,202101,2276.12,4.54,2280.66,,24.00,24.00,2,二、工业
17,交流10kV,202102,2279.14,0.00,0.00,,24.00,24.00,2,二、工业
17,交流10kV,202103,1921.78,7.67,1929.46,,24.00,24.00,2,二、工业
17,交流10kV,202104,2213.82,0.00,0.00,,24.00,24.00,2,二、工业
17,交流10kV,202105,1975.00,15.80,1990.80,,24.00,24.00,2,二、工业
17,交流10kV,202106,1993.61,11.90,2005.51,,24.00,24.00,2,二、工业
17,交流10kV,202107,2024.32,4.04,2028.36,,24.00,24.00,2,二、工业
17,交流10kV,202108,2270.06,0.00,0.00,,24.00,24.00,2,二、工业
17,交流10kV,202109,2584.59,0.00,0.00,,24.00,24.00,2,二、工业
17,交流10kV,202110,2244.54,22.44,2266.98,,24.00,24.00,2,二、工业
17,交流10kV,202111,2143.73,21.44,2165.17,,24.00,24.00,2,二、工业
616,交流10kV,202112,28.55,0.00,28.55,52.80,64.00,64.00,2,一、农、林、牧、渔业
18,交流10kV,202001,280.70,0.00,0.00,,320.00,320.00,4,一、农、林、牧、渔业
18,交流10kV,202002,287.27,0.00,0.00,,320.00,320.00,2,一、农、林、牧、渔业
18,交流10kV,202003,239.66,0.00,0.00,,320.00,320.00,2,一、农、林、牧、渔业
18,交流10kV,202004,258.90,0.00,0.00,,320.00,320.00,2,一、农、林、牧、渔业
18,交流10kV,202005,264.64,0.00,0.00,,320.00,320.00,2,一、农、林、牧、渔业
18,交流10kV,202006,268.58,0.00,0.00,,320.00,320.00,1,一、农、林、牧、渔业
18,交流10kV,202007,6581.01,0.00,0.00,,320.00,320.00,1,一、农、林、牧、渔业
18,交流10kV,202008,46693.17,0.00,0.00,,320.00,320.00,1,一、农、林、牧、渔业
18,交流10kV,202009,1032.62,0.00,0.00,,320.00,320.00,1,一、农、林、牧、渔业
18,交流10kV,202010,1109.60,0.00,0.00,,320.00,320.00,1,一、农、林、牧、渔业
18,交流10kV,202011,1969.58,0.00,0.00,,320.00,320.00,1,一、农、林、牧、渔业
18,交流10kV,202012,717.16,1.43,718.59,,320.00,320.00,1,一、农、林、牧、渔业
18,交流10kV,202101,727.08,0.00,0.00,,320.00,320.00,1,一、农、林、牧、渔业
18,交流10kV,202102,741.04,0.00,0.00,,320.00,320.00,1,一、农、林、牧、渔业
18,交流10kV,202103,677.52,0.00,0.00,,320.00,320.00,1,一、农、林、牧、渔业
18,交流10kV,202104,741.04,0.00,0.00,,320.00,320.00,1,一、农、林、牧、渔业
18,交流10kV,202105,711.00,0.00,0.00,,320.00,320.00,1,一、农、林、牧、渔业
18,交流10kV,202106,721.02,0.00,0.00,,320.00,320.00,1,一、农、林、牧、渔业
18,交流10kV,202107,700.98,0.00,0.00,,320.00,320.00,1,一、农、林、牧、渔业
18,交流10kV,202108,6527.70,0.00,0.00,,320.00,320.00,1,一、农、林、牧、渔业
18,交流10kV,202109,6445.22,0.00,0.00,,320.00,320.00,1,一、农、林、牧、渔业
18,交流10kV,202110,677.58,0.00,0.00,,320.00,320.00,1,一、农、林、牧、渔业
18,交流10kV,202111,667.48,0.00,0.00,,320.00,320.00,1,一、农、林、牧、渔业
821,交流10kV,202112,27.91,0.80,28.71,53.60,8.00,8.00,1,一、农、林、牧、渔业
19,交流10kV,202001,12167.80,0.00,0.00,,200.00,200.00,2,二、工业
19,交流10kV,202002,9148.35,0.00,0.00,,200.00,200.00,4,二、工业
19,交流10kV,202003,5085.93,0.00,0.00,,200.00,200.00,2,二、工业
19,交流10kV,202004,11660.57,0.00,0.00,,200.00,200.00,4,二、工业
19,交流10kV,202005,11503.60,0.00,0.00,,200.00,200.00,4,二、工业
19,交流10kV,202006,13715.61,0.00,0.00,,200.00,200.00,1,二、工业
19,交流10kV,202007,14437.45,0.00,0.00,,200.00,200.00,1,二、工业
19,交流10kV,202008,17352.26,0.00,0.00,,200.00,200.00,1,二、工业
19,交流10kV,202009,16627.90,0.00,0.00,,200.00,200.00,1,二、工业
19,交流10kV,202010,12958.86,0.00,0.00,,200.00,200.00,1,二、工业
19,交流10kV,202011,14830.71,0.00,0.00,,200.00,200.00,1,二、工业
19,交流10kV,202012,15170.13,0.00,0.00,,200.00,200.00,1,二、工业
19,交流10kV,202101,17042.14,0.00,0.00,,200.00,200.00,1,二、工业
19,交流10kV,202102,17557.61,0.00,0.00,,200.00,200.00,1,二、工业
19,交流10kV,202103,11704.54,0.00,0.00,,200.00,200.00,1,二、工业
19,交流10kV,202104,19535.72,234.43,19770.15,,200.00,200.00,1,二、工业
19,交流10kV,202105,16698.40,0.00,0.00,,200.00,200.00,2,二、工业
19,交流10kV,202106,16504.53,0.00,0.00,,200.00,200.00,1,二、工业
19,交流10kV,202107,25781.32,0.00,0.00,,200.00,200.00,2,二、工业
19,交流10kV,202108,26204.85,0.00,0.00,,200.00,200.00,1,二、工业
19,交流10kV,202109,32438.74,0.00,0.00,,200.00,200.00,1,二、工业
19,交流10kV,202110,32858.03,0.00,0.00,,200.00,200.00,1,二、工业
19,交流10kV,202111,37192.76,0.00,0.00,,200.00,200.00,2,二、工业
614,交流10kV,202112,29.42,0.00,29.42,54.40,24.00,24.00,2,一、农、林、牧、渔业
20,交流10kV,202001,69.04,0.00,0.00,,80.00,80.00,2,一、农、林、牧、渔业
20,交流10kV,202002,68.14,0.00,0.00,,80.00,80.00,2,一、农、林、牧、渔业
20,交流10kV,202003,65.27,0.00,0.00,,80.00,80.00,2,一、农、林、牧、渔业
20,交流10kV,202004,69.04,0.00,0.00,,80.00,80.00,2,一、农、林、牧、渔业
20,交流10kV,202005,34.34,0.00,0.00,,80.00,80.00,2,一、农、林、牧、渔业
20,交流10kV,202006,3095.14,0.00,0.00,,80.00,80.00,1,一、农、林、牧、渔业
20,交流10kV,202007,553.72,0.00,0.00,,80.00,80.00,1,一、农、林、牧、渔业
20,交流10kV,202008,190.73,0.00,0.00,,80.00,80.00,1,一、农、林、牧、渔业
20,交流10kV,202009,195.94,0.00,0.00,,80.00,80.00,1,一、农、林、牧、渔业
20,交流10kV,202010,193.04,0.00,0.00,,80.00,80.00,1,一、农、林、牧、渔业
20,交流10kV,202011,200.81,0.00,0.00,,80.00,80.00,1,一、农、林、牧、渔业
20,交流10kV,202012,195.94,0.80,196.74,,80.00,80.00,1,一、农、林、牧、渔业
20,交流10kV,202101,200.81,0.00,0.00,,80.00,80.00,1,一、农、林、牧、渔业
20,交流10kV,202102,200.81,0.00,0.00,,80.00,80.00,1,一、农、林、牧、渔业
20,交流10kV,202103,184.86,0.00,0.00,,80.00,80.00,1,一、农、林、牧、渔业
20,交流10kV,202104,206.12,0.00,0.00,,80.00,80.00,1,一、农、林、牧、渔业
20,交流10kV,202105,197.94,0.00,0.00,,80.00,80.00,1,一、农、林、牧、渔业
20,交流10kV,202106,886.20,0.00,0.00,,80.00,80.00,1,一、农、林、牧、渔业
20,交流10kV,202107,578.06,0.00,0.00,,80.00,80.00,1,一、农、林、牧、渔业
20,交流10kV,202108,683.72,0.00,0.00,,80.00,80.00,1,一、农、林、牧、渔业
20,交流10kV,202109,199.58,0.00,0.00,,80.00,80.00,1,一、农、林、牧、渔业
20,交流10kV,202110,884.18,0.00,0.00,,80.00,80.00,1,一、农、林、牧、渔业
20,交流10kV,202111,200.81,0.00,0.00,,80.00,80.00,1,一、农、林、牧、渔业
619,交流10kV,202112,29.42,0.00,29.42,54.40,24.00,24.00,4,一、农、林、牧、渔业
21,交流10kV,202001,1232.84,0.00,0.00,,40.00,40.00,4,一、农、林、牧、渔业
21,交流10kV,202002,1157.01,0.00,0.00,,40.00,40.00,2,一、农、林、牧、渔业
21,交流10kV,202003,917.86,0.00,0.00,,40.00,40.00,4,一、农、林、牧、渔业
21,交流10kV,202004,1201.18,0.00,0.00,,40.00,40.00,6,一、农、林、牧、渔业
21,交流10kV,202005,1604.48,0.00,0.00,,40.00,40.00,5,一、农、林、牧、渔业
21,交流10kV,202006,1658.64,0.00,0.00,,40.00,40.00,2,一、农、林、牧、渔业
21,交流10kV,202007,1520.74,20.71,1541.45,,40.00,40.00,3,一、农、林、牧、渔业
21,交流10kV,202008,1072.43,14.74,1087.17,,40.00,40.00,3,一、农、林、牧、渔业
21,交流10kV,202009,2180.28,29.78,2210.06,,40.00,40.00,2,一、农、林、牧、渔业
21,交流10kV,202010,1889.88,29.55,1919.43,,40.00,40.00,2,一、农、林、牧、渔业
21,交流10kV,202011,1737.39,20.48,1757.87,,40.00,40.00,2,一、农、林、牧、渔业
21,交流10kV,202012,1814.46,10.69,1825.15,,40.00,40.00,2,一、农、林、牧、渔业
21,交流10kV,202101,1686.56,6.71,1693.27,,40.00,40.00,2,一、农、林、牧、渔业
21,交流10kV,202102,1624.90,19.09,1643.98,,40.00,40.00,2,一、农、林、牧、渔业
21,交流10kV,202103,1475.32,0.00,0.00,,40.00,40.00,2,一、农、林、牧、渔业
21,交流10kV,202104,2016.54,24.10,2040.63,,40.00,40.00,2,一、农、林、牧、渔业
21,交流10kV,202105,1574.06,15.66,1589.73,,40.00,40.00,2,一、农、林、牧、渔业
21,交流10kV,202106,2079.03,24.92,2103.95,,40.00,40.00,2,一、农、林、牧、渔业
21,交流10kV,202107,1629.48,12.89,1642.37,,40.00,40.00,2,一、农、林、牧、渔业
21,交流10kV,202108,1578.23,15.78,1594.02,,40.00,40.00,1,一、农、林、牧、渔业
21,交流10kV,202109,1277.00,17.79,1294.79,,40.00,40.00,2,一、农、林、牧、渔业
21,交流10kV,202110,1404.08,13.97,1418.05,,40.00,40.00,2,一、农、林、牧、渔业
21,交流10kV,202111,1018.27,10.17,1028.44,,40.00,40.00,2,一、农、林、牧、渔业
729,交流10kV,202112,29.86,0.00,29.86,55.20,64.00,64.00,2,一、农、林、牧、渔业
22,交流10kV,202001,2776.76,0.00,0.00,,40.00,40.00,4,二、工业
22,交流10kV,202002,150.47,0.00,0.00,,40.00,40.00,4,二、工业
22,交流10kV,202003,79.52,0.00,0.00,,40.00,40.00,4,二、工业
22,交流10kV,202004,454.13,0.00,0.00,,40.00,40.00,4,二、工业
22,交流10kV,202005,86.41,0.00,0.00,,40.00,40.00,4,二、工业
22,交流10kV,202006,2198.03,0.00,0.00,,40.00,40.00,2,二、工业
22,交流10kV,202007,796.10,0.00,0.00,,40.00,40.00,1,二、工业
22,交流10kV,202008,1190.03,0.00,0.00,,40.00,40.00,1,二、工业
22,交流10kV,202009,437.58,2.62,440.21,,40.00,40.00,1,二、工业
22,交流10kV,202010,3975.03,7.95,3982.98,,40.00,40.00,1,二、工业
22,交流10kV,202011,9219.16,36.88,9256.04,,40.00,40.00,1,二、工业
22,交流10kV,202012,4349.65,17.39,4367.04,,40.00,40.00,2,二、工业
22,交流10kV,202101,2913.71,0.00,0.00,,40.00,40.00,2,二、工业
22,交流10kV,202102,166.93,0.00,0.00,,40.00,40.00,2,二、工业
22,交流10kV,202103,96.77,0.80,97.57,,40.00,40.00,1,二、工业
22,交流10kV,202104,198.86,0.00,0.00,,40.00,40.00,1,二、工业
22,交流10kV,202105,294.18,1.18,295.35,,40.00,40.00,1,二、工业
22,交流10kV,202106,4672.93,0.00,0.00,,40.00,40.00,2,二、工业
22,交流10kV,202107,1572.22,0.00,0.00,,40.00,40.00,1,二、工业
22,交流10kV,202108,831.10,0.00,0.00,,40.00,40.00,1,二、工业
22,交流10kV,202109,118.98,0.00,0.00,,40.00,40.00,1,二、工业
22,交流10kV,202110,3249.56,0.00,0.00,,40.00,40.00,1,二、工业
22,交流10kV,202111,6512.10,0.00,0.00,,40.00,40.00,1,二、工业
239,交流10kV,202112,30.00,0.00,30.00,57.60,24.00,0.00,1,一、农、林、牧、渔业
23,交流10kV,202001,0.00,0.00,0.00,,200.00,160.00,,十一、公共服务及管理组织
23,交流10kV,202002,0.00,0.00,0.00,,200.00,160.00,,十一、公共服务及管理组织
23,交流10kV,202003,0.00,0.00,0.00,,200.00,160.00,,十一、公共服务及管理组织
23,交流10kV,202004,0.00,0.00,0.00,,200.00,160.00,,十一、公共服务及管理组织
23,交流10kV,202005,0.00,0.00,0.00,,200.00,160.00,,十一、公共服务及管理组织
23,交流10kV,202006,0.00,0.00,0.00,,200.00,160.00,,十一、公共服务及管理组织
23,交流10kV,202007,0.00,0.00,0.00,,200.00,160.00,,十一、公共服务及管理组织
23,交流10kV,202008,0.00,0.00,0.00,,200.00,160.00,,十一、公共服务及管理组织
23,交流10kV,202009,0.00,0.00,0.00,,200.00,160.00,,十一、公共服务及管理组织
23,交流10kV,202010,0.00,0.00,0.00,,200.00,160.00,,十一、公共服务及管理组织
23,交流10kV,202011,0.00,0.00,0.00,,200.00,160.00,,十一、公共服务及管理组织
23,交流10kV,202012,0.00,0.00,0.00,,200.00,160.00,,十一、公共服务及管理组织
23,交流10kV,202101,4125.32,18.68,4144.00,,200.00,160.00,1,十一、公共服务及管理组织
23,交流10kV,202102,732.26,0.00,0.00,,200.00,160.00,1,十一、公共服务及管理组织
23,交流10kV,202103,689.83,3.45,693.28,,200.00,160.00,2,十一、公共服务及管理组织
23,交流10kV,202104,825.34,0.00,0.00,,160.00,160.00,1,十一、公共服务及管理组织
23,交流10kV,202105,758.27,0.00,0.00,,160.00,160.00,1,十一、公共服务及管理组织
23,交流10kV,202106,769.22,0.00,0.00,,160.00,160.00,1,十一、公共服务及管理组织
23,交流10kV,202107,770.59,0.00,0.00,,160.00,160.00,1,十一、公共服务及管理组织
23,交流10kV,202108,829.45,0.00,0.00,,160.00,160.00,1,十一、公共服务及管理组织
23,交流10kV,202109,713.10,0.00,0.00,,160.00,160.00,1,十一、公共服务及管理组织
23,交流10kV,202110,744.58,0.00,0.00,,160.00,160.00,2,十一、公共服务及管理组织
